"subj" "group" "tree" "cat" "rt"
12 0 0 0 810
12 0 0 0 918
12 0 0 0 749
12 0 0 0 704
12 0 0 0 908
12 0 0 0 782
12 0 0 0 668
12 0 0 0 651
12 0 0 0 594
12 0 0 0 616
12 0 0 0 880
12 0 0 0 1149
12 0 0 0 1413
12 0 0 0 602
12 0 0 0 805
12 0 0 1 689
12 0 0 0 637
12 0 0 1 689
12 0 0 0 665
12 0 1 3 404
12 0 1 3 450
12 0 1 2 773
12 0 1 2 753
12 0 1 2 666
12 0 1 2 822
12 0 1 3 575
12 0 1 3 390
12 0 1 3 395
12 0 1 3 501
12 0 1 3 436
12 0 1 2 900
12 0 1 3 539
12 0 1 3 548
12 0 1 3 455
12 0 1 3 364
12 0 1 3 409
12 0 1 3 739
12 0 1 3 766
12 0 1 3 450
12 0 1 3 663
12 0 1 3 448
12 0 1 2 612
12 0 1 3 552
12 0 1 3 462
12 0 1 3 707
12 0 1 3 406
12 0 1 2 603
12 0 1 3 394
12 0 1 3 425
13 0 0 1 1771
13 0 0 0 540
13 0 0 0 675
13 0 0 0 1010
13 0 0 0 539
13 0 0 0 401
13 0 0 0 462
13 0 0 0 709
13 0 0 0 796
13 0 0 0 596
13 0 0 1 923
13 0 0 0 371
13 0 0 0 377
13 0 0 0 433
13 0 0 1 1250
13 0 0 0 357
13 0 0 1 960
13 0 0 1 1246
13 0 0 0 437
13 0 0 0 414
13 0 0 0 576
13 0 0 0 540
13 0 0 0 443
13 0 0 0 541
13 0 0 0 735
13 0 0 0 478
13 0 0 0 412
13 0 0 0 456
13 0 0 0 548
13 0 0 1 1550
13 0 1 3 1075
13 0 1 3 1040
13 0 1 3 832
13 0 1 3 819
13 0 1 3 801
13 0 1 2 512
13 0 1 3 1100
13 0 1 3 1127
13 0 1 3 824
13 0 1 2 603
13 0 1 3 950
13 0 1 3 750
13 0 1 3 708
13 0 1 2 584
13 0 1 3 949
13 0 1 2 432
13 0 1 2 410
13 0 1 2 480
13 0 1 3 838
13 0 1 2 452
13 0 1 2 654
13 0 1 2 519
13 0 1 3 767
13 0 1 3 1057
13 0 1 3 1005
13 0 1 2 556
13 0 1 3 854
13 0 1 3 776
13 0 1 3 771
13 0 1 3 1078
14 0 0 1 854
14 0 0 0 406
14 0 0 0 314
14 0 0 0 310
14 0 0 0 628
14 0 0 0 328
14 0 0 0 642
14 0 0 0 562
14 0 0 0 503
14 0 0 1 850
14 0 0 0 843
14 0 0 0 377
14 0 0 0 521
14 0 0 0 442
14 0 0 0 401
14 0 0 0 458
14 0 0 0 949
14 0 0 0 523
14 0 0 0 389
14 0 0 0 320
14 0 0 0 598
14 0 0 1 920
14 0 0 0 334
14 0 0 0 347
14 0 0 0 286
14 0 0 0 461
14 0 0 0 391
14 0 0 0 442
14 0 0 0 568
14 0 0 1 975
14 0 1 3 806
14 0 1 3 970
14 0 1 3 1343
14 0 1 3 1057
14 0 1 3 1039
14 0 1 3 967
14 0 1 3 890
14 0 1 3 905
14 0 1 3 1105
14 0 1 3 1130
14 0 1 3 762
14 0 1 2 493
14 0 1 3 821
14 0 1 3 806
14 0 1 3 825
14 0 1 3 898
14 0 1 3 929
14 0 1 3 910
14 0 1 3 1286
14 0 1 2 474
14 0 1 2 601
14 0 1 2 686
14 0 1 3 845
14 0 1 2 1090
14 0 1 2 425
14 0 1 3 1233
14 0 1 3 767
14 0 1 3 913
14 0 1 2 789
14 0 1 3 817
15 0 0 0 571
15 0 0 0 553
15 0 0 0 746
15 0 0 0 875
15 0 0 0 613
15 0 0 0 552
15 0 0 0 627
15 0 0 0 686
15 0 0 0 573
15 0 0 1 803
15 0 0 1 848
15 0 0 0 717
15 0 0 0 554
15 0 0 0 594
15 0 0 1 900
15 0 0 0 793
15 0 0 0 672
15 0 0 0 568
15 0 0 0 826
15 0 0 1 585
15 0 0 0 645
15 0 0 0 580
15 0 0 0 523
15 0 0 0 868
15 0 0 0 838
15 0 0 0 637
15 0 0 0 639
15 0 0 1 596
15 0 0 0 524
15 0 0 0 595
15 0 1 3 672
15 0 1 3 653
15 0 1 3 655
15 0 1 2 756
15 0 1 3 683
15 0 1 3 655
15 0 1 2 885
15 0 1 2 1228
15 0 1 2 917
15 0 1 3 910
15 0 1 2 805
15 0 1 3 581
15 0 1 3 747
15 0 1 3 594
15 0 1 2 694
15 0 1 3 660
15 0 1 3 640
15 0 1 3 623
15 0 1 3 614
15 0 1 3 593
15 0 1 3 1325
15 0 1 2 788
15 0 1 2 615
15 0 1 2 670
15 0 1 3 1086
15 0 1 2 664
15 0 1 2 589
15 0 1 2 581
15 0 1 3 685
15 0 1 3 875
16 0 0 0 557
16 0 0 1 1634
16 0 0 1 949
16 0 0 1 958
16 0 0 1 881
16 0 0 0 703
16 0 0 0 646
16 0 0 0 715
16 0 0 0 485
16 0 0 0 575
16 0 0 0 687
16 0 0 0 501
16 0 0 0 597
16 0 0 0 592
16 0 0 0 541
16 0 0 0 488
16 0 0 0 406
16 0 0 0 810
16 0 0 0 571
16 0 0 0 1139
16 0 0 1 767
16 0 0 0 506
16 0 0 0 717
16 0 0 0 474
16 0 0 1 990
16 0 0 0 512
16 0 0 0 484
16 0 0 0 542
16 0 0 0 640
16 0 0 0 709
16 0 1 3 755
16 0 1 3 836
16 0 1 3 760
16 0 1 3 681
16 0 1 2 600
16 0 1 3 709
16 0 1 3 1049
16 0 1 3 1015
16 0 1 3 868
16 0 1 3 749
16 0 1 3 637
16 0 1 3 769
16 0 1 3 1086
16 0 1 3 1144
16 0 1 3 706
16 0 1 2 530
16 0 1 2 601
16 0 1 3 1164
16 0 1 3 845
16 0 1 3 830
16 0 1 3 727
16 0 1 3 771
16 0 1 3 940
16 0 1 2 635
16 0 1 3 750
16 0 1 3 1017
16 0 1 3 739
16 0 1 3 730
16 0 1 3 842
16 0 1 3 751
17 0 0 1 1223
17 0 0 1 840
17 0 0 1 856
17 0 0 0 492
17 0 0 0 550
17 0 0 1 659
17 0 0 0 522
17 0 0 0 651
17 0 0 0 345
17 0 0 0 529
17 0 0 0 613
17 0 0 0 524
17 0 0 1 814
17 0 0 0 680
17 0 0 0 790
17 0 0 0 549
17 0 0 0 482
17 0 0 0 730
17 0 0 0 454
17 0 0 1 872
17 0 0 0 619
17 0 0 0 391
17 0 0 0 789
17 0 0 1 1056
17 0 0 1 871
17 0 0 0 703
17 0 0 0 483
17 0 0 0 585
17 0 0 0 656
17 0 0 0 602
17 0 1 3 742
17 0 1 3 872
17 0 1 3 734
17 0 1 3 734
17 0 1 3 721
17 0 1 2 930
17 0 1 3 828
17 0 1 3 777
17 0 1 3 690
17 0 1 3 910
17 0 1 3 1057
17 0 1 3 966
17 0 1 3 816
17 0 1 3 828
17 0 1 2 612
17 0 1 3 710
17 0 1 3 800
17 0 1 3 1182
17 0 1 3 1166
17 0 1 3 895
17 0 1 2 605
17 0 1 3 742
17 0 1 3 856
17 0 1 3 630
17 0 1 3 729
17 0 1 3 878
17 0 1 2 589
17 0 1 3 756
17 0 1 3 915
17 0 1 3 871
18 0 0 0 535
18 0 0 0 508
18 0 0 0 1007
18 0 0 0 517
18 0 0 0 523
18 0 0 0 508
18 0 0 0 862
18 0 0 0 620
18 0 0 0 511
18 0 0 0 760
18 0 0 0 816
18 0 0 0 570
18 0 0 0 547
18 0 0 1 985
18 0 0 0 652
18 0 0 1 1150
18 0 0 0 680
18 0 0 0 773
18 0 0 0 656
18 0 0 0 644
18 0 0 0 848
18 0 0 0 608
18 0 0 0 536
18 0 0 0 590
18 0 0 0 897
18 0 0 0 497
18 0 0 0 838
18 0 0 0 689
18 0 0 0 565
18 0 0 1 765
18 0 1 2 756
18 0 1 3 661
18 0 1 3 489
18 0 1 3 581
18 0 1 2 680
18 0 1 3 691
18 0 1 3 745
18 0 1 3 1097
18 0 1 2 579
18 0 1 3 1167
18 0 1 3 574
18 0 1 3 611
18 0 1 3 510
18 0 1 3 959
18 0 1 3 529
18 0 1 3 985
18 0 1 2 682
18 0 1 2 603
18 0 1 2 525
18 0 1 3 538
18 0 1 3 689
18 0 1 3 459
18 0 1 3 685
18 0 1 2 715
18 0 1 3 515
18 0 1 3 728
18 0 1 3 764
18 0 1 3 739
18 0 1 3 1222
18 0 1 2 605
19 0 0 0 930
19 0 0 0 539
19 0 0 0 716
19 0 0 0 674
19 0 0 0 635
19 0 0 1 727
19 0 0 0 665
19 0 0 1 770
19 0 0 0 1362
19 0 0 0 882
19 0 0 0 777
19 0 0 0 669
19 0 0 1 644
19 0 0 0 688
19 0 0 0 1645
19 0 0 0 621
19 0 0 0 863
19 0 0 0 2065
19 0 0 0 531
19 0 0 1 1324
19 0 0 0 1960
19 0 0 0 618
19 0 0 1 941
19 0 0 0 986
19 0 0 1 911
19 0 0 0 640
19 0 0 0 630
19 0 0 1 1091
19 0 0 0 1285
19 0 0 0 581
19 0 1 3 1100
19 0 1 3 570
19 0 1 3 572
19 0 1 3 815
19 0 1 2 843
19 0 1 3 740
19 0 1 3 452
19 0 1 3 506
19 0 1 3 845
19 0 1 3 698
19 0 1 3 888
19 0 1 2 758
19 0 1 3 739
19 0 1 3 992
19 0 1 3 696
19 0 1 3 831
19 0 1 3 620
19 0 1 3 554
19 0 1 3 646
19 0 1 2 1085
19 0 1 2 1050
19 0 1 2 1049
19 0 1 3 476
19 0 1 2 602
19 0 1 3 545
19 0 1 2 875
19 0 1 3 703
19 0 1 3 1244
19 0 1 3 644
19 0 1 3 691
20 0 0 0 461
20 0 0 0 550
20 0 0 0 551
20 0 0 1 919
20 0 0 0 548
20 0 0 0 741
20 0 0 0 473
20 0 0 0 599
20 0 0 0 667
20 0 0 1 772
20 0 0 0 642
20 0 0 1 1203
20 0 0 0 984
20 0 0 1 1093
20 0 0 0 501
20 0 0 0 411
20 0 0 1 1088
20 0 0 1 1117
20 0 0 1 1517
20 0 0 1 947
20 0 0 1 917
20 0 0 0 653
20 0 0 0 497
20 0 0 0 603
20 0 0 1 876
20 0 0 1 957
20 0 0 0 474
20 0 0 0 448
20 0 0 1 1001
20 0 0 0 561
20 0 1 3 794
20 0 1 3 851
20 0 1 3 982
20 0 1 3 834
20 0 1 3 994
20 0 1 3 749
20 0 1 3 944
20 0 1 3 1191
20 0 1 3 766
20 0 1 3 1075
20 0 1 3 1211
20 0 1 3 1080
20 0 1 2 599
20 0 1 2 804
20 0 1 3 922
20 0 1 3 1407
20 0 1 3 743
20 0 1 3 695
20 0 1 3 723
20 0 1 3 832
20 0 1 2 488
20 0 1 3 1553
20 0 1 3 863
20 0 1 3 888
20 0 1 3 764
20 0 1 3 1002
20 0 1 3 1013
20 0 1 3 1552
20 0 1 2 545
20 0 1 3 1007
21 0 0 1 1147
21 0 0 0 502
21 0 0 0 879
21 0 0 0 629
21 0 0 0 478
21 0 0 0 559
21 0 0 0 553
21 0 0 0 491
21 0 0 0 784
21 0 0 0 585
21 0 0 0 490
21 0 0 1 943
21 0 0 0 501
21 0 0 0 646
21 0 0 1 1134
21 0 0 0 428
21 0 0 0 514
21 0 0 0 567
21 0 0 0 622
21 0 0 0 507
21 0 0 1 841
21 0 0 1 1000
21 0 0 0 880
21 0 0 0 501
21 0 0 1 1045
21 0 0 0 601
21 0 0 1 772
21 0 0 0 625
21 0 0 1 1124
21 0 0 0 503
21 0 1 2 490
21 0 1 3 731
21 0 1 3 1235
21 0 1 3 709
21 0 1 2 523
21 0 1 3 1131
21 0 1 3 969
21 0 1 3 729
21 0 1 3 891
21 0 1 3 724
21 0 1 3 861
21 0 1 3 694
21 0 1 3 647
21 0 1 3 830
21 0 1 2 671
21 0 1 3 1086
21 0 1 3 834
21 0 1 3 604
21 0 1 3 924
21 0 1 3 743
21 0 1 2 912
21 0 1 2 762
21 0 1 3 1053
21 0 1 3 749
21 0 1 3 817
21 0 1 2 509
21 0 1 3 1138
21 0 1 3 722
21 0 1 3 719
21 0 1 2 690
22 0 0 1 1266
22 0 0 0 375
22 0 0 1 821
22 0 0 1 984
22 0 0 0 680
22 0 0 1 901
22 0 0 1 1119
22 0 0 1 1163
22 0 0 0 513
22 0 0 1 865
22 0 0 0 552
22 0 0 0 611
22 0 0 0 462
22 0 0 0 536
22 0 0 1 835
22 0 0 0 819
22 0 0 0 455
22 0 0 0 433
22 0 0 0 443
22 0 0 0 374
22 0 0 0 434
22 0 0 0 383
22 0 0 0 617
22 0 0 0 389
22 0 0 0 368
22 0 0 0 358
22 0 0 0 539
22 0 0 0 538
22 0 0 0 499
22 0 0 0 677
22 0 1 3 1105
22 0 1 3 1000
22 0 1 3 1638
22 0 1 3 742
22 0 1 3 1038
22 0 1 2 721
22 0 1 3 820
22 0 1 3 768
22 0 1 2 534
22 0 1 3 1188
22 0 1 3 948
22 0 1 3 807
22 0 1 3 717
22 0 1 3 775
22 0 1 3 868
22 0 1 3 783
22 0 1 2 435
22 0 1 3 684
22 0 1 3 718
22 0 1 3 915
22 0 1 2 425
22 0 1 2 447
22 0 1 3 749
22 0 1 2 478
22 0 1 3 766
22 0 1 3 1160
22 0 1 2 590
22 0 1 3 875
22 0 1 3 1031
22 0 1 2 752
23 0 0 0 685
